Year,SPOL,CAUSE_OF_DEATH,UNIT_MEASURE,Value
2010,M,symptoms_signs_and_abnormal,Broj,1008
2010,M,injuries_poisoning_and_consequences,Broj,878
2010,M,external_causes_of_mortality,Broj,11
2010,M,unknown,Broj,364
2010,M,Ukupno,Broj,17900
2010,Ž,infectious_and_parasitic,Broj,102
2010,Ž,neoplasms,Broj,2914
2010,Ž,diseases_of_the_blood,Broj,28
2010,Ž,endocrine_metabolic_and_nutritional,Broj,1174
2010,Ž,mental_and_behavioural_disorders,Broj,53
2010,Ž,diseases_of_the_nervous,Broj,172
2010,Ž,diseases_of_the_eye,Broj,1
2010,Ž,diseases_of_the_circulatory,Broj,10106
2010,Ž,diseases_of_the_respiratory,Broj,464
2010,Ž,diseases_of_the_digestive,Broj,374
2010,Ž,diseases_of_the_skin,Broj,9
2010,Ž,diseases_of_the_musculoskeletal,Broj,26
2010,Ž,diseases_of_the_genitourinary,Broj,281
2010,Ž,pregnancy_childbirth_and_the,Broj,1
2010,Ž,certain_conditions_originating,Broj,62
2010,Ž,congenital_malformations_deformations,Broj,26
2010,Ž,symptoms_signs_and_abnormal,Broj,908
2010,Ž,injuries_poisoning_and_consequences,Broj,239
2010,Ž,external_causes_of_mortality,Broj,4
2010,Ž,unknown,Broj,274
2010,Ž,Ukupno,Broj,17218
2011,Oba spola,infectious_and_parasitic,Broj,298
2011,Oba spola,neoplasms,Broj,7214
2011,Oba spola,diseases_of_the_blood,Broj,59
2011,Oba spola,endocrine_metabolic_and_nutritional,Broj,1940
2011,Oba spola,mental_and_behavioural_disorders,Broj,161
2011,Oba spola,diseases_of_the_nervous,Broj,410
2011,Oba spola,diseases_of_the_circulatory,Broj,18468
2011,Oba spola,diseases_of_the_respiratory,Broj,1281
2011,Oba spola,diseases_of_the_digestive,Broj,874
2011,Oba spola,diseases_of_the_skin,Broj,12
2011,Oba spola,diseases_of_the_musculoskeletal,Broj,45
2011,Oba spola,diseases_of_the_genitourinary,Broj,551
2011,Oba spola,pregnancy_childbirth_and_the,Broj,2
2011,Oba spola,certain_conditions_originating,Broj,118
2011,Oba spola,congenital_malformations_deformations,Broj,58
2011,Oba spola,symptoms_signs_and_abnormal,Broj,1665
2011,Oba spola,injuries_poisoning_and_consequences,Broj,1162
2011,Oba spola,external_causes_of_mortality,Broj,14
2011,Oba spola,factors_influencing_health_status,Broj,1
2011,Oba spola,unknown,Broj,695
2011,Oba spola,Ukupno,Broj,35028
2011,M,infectious_and_parasitic,Broj,192
2011,M,neoplasms,Broj,4316
2011,M,diseases_of_the_blood,Broj,20
2011,M,endocrine_metabolic_and_nutritional,Broj,761
2011,M,mental_and_behavioural_disorders,Broj,89
2011,M,diseases_of_the_nervous,Broj,213
2011,M,diseases_of_the_circulatory,Broj,8542
2011,M,diseases_of_the_respiratory,Broj,725
2011,M,diseases_of_the_digestive,Broj,543
2011,M,diseases_of_the_skin,Broj,2
2011,M,diseases_of_the_musculoskeletal,Broj,12
2011,M,diseases_of_the_genitourinary,Broj,302
2011,M,certain_conditions_originating,Broj,67
2011,M,congenital_malformations_deformations,Broj,30
2011,M,symptoms_signs_and_abnormal,Broj,829
2011,M,injuries_poisoning_and_consequences,Broj,930
2011,M,external_causes_of_mortality,Broj,13
2011,M,factors_influencing_health_status,Broj,1
2011,M,unknown,Broj,378
2011,M,Ukupno,Broj,17965
2011,Ž,infectious_and_parasitic,Broj,106
2011,Ž,neoplasms,Broj,2898
2011,Ž,diseases_of_the_blood,Broj,39
2011,Ž,endocrine_metabolic_and_nutritional,Broj,1179
2011,Ž,mental_and_behavioural_disorders,Broj,72
2011,Ž,diseases_of_the_nervous,Broj,197
2011,Ž,diseases_of_the_circulatory,Broj,9926
2011,Ž,diseases_of_the_respiratory,Broj,556
2011,Ž,diseases_of_the_digestive,Broj,331
2011,Ž,diseases_of_the_skin,Broj,10
2011,Ž,diseases_of_the_musculoskeletal,Broj,33
2011,Ž,diseases_of_the_genitourinary,Broj,249
2011,Ž,pregnancy_childbirth_and_the,Broj,2
2011,Ž,certain_conditions_originating,Broj,51
2011,Ž,congenital_malformations_deformations,Broj,28
2011,Ž,symptoms_signs_and_abnormal,Broj,836
2011,Ž,injuries_poisoning_and_consequences,Broj,232
2011,Ž,external_causes_of_mortality,Broj,1
2011,Ž,unknown,Broj,317
2011,Ž,Ukupno,Broj,17063
2012,Oba spola,infectious_and_parasitic,Broj,344
2012,Oba spola,neoplasms,Broj,7598
2012,Oba spola,diseases_of_the_blood,Broj,47
2012,Oba spola,endocrine_metabolic_and_nutritional,Broj,1926
2012,Oba spola,mental_and_behavioural_disorders,Broj,160
2012,Oba spola,diseases_of_the_nervous,Broj,409
2012,Oba spola,diseases_of_the_eye,Broj,1
2012,Oba spola,diseases_of_the_circulatory,Broj,19252
2012,Oba spola,diseases_of_the_respiratory,Broj,1266
2012,Oba spola,diseases_of_the_digestive,Broj,978
2012,Oba spola,diseases_of_the_skin,Broj,13
2012,Oba spola,diseases_of_the_musculoskeletal,Broj,54
2012,Oba spola,diseases_of_the_genitourinary,Broj,601
2012,Oba spola,pregnancy_childbirth_and_the,Broj,3
2012,Oba spola,certain_conditions_originating,Broj,111
2012,Oba spola,congenital_malformations_deformations,Broj,40
2012,Oba spola,symptoms_signs_and_abnormal,Broj,1207
2012,Oba spola,injuries_poisoning_and_consequences,Broj,1067
2012,Oba spola,unknown,Broj,740
2012,Oba spola,Ukupno,Broj,35817
2012,M,infectious_and_parasitic,Broj,185
2012,M,neoplasms,Broj,4458
2012,M,diseases_of_the_blood,Broj,25
2012,M,endocrine_metabolic_and_nutritional,Broj,785
2012,M,mental_and_behavioural_disorders,Broj,109
2012,M,diseases_of_the_nervous,Broj,207
2012,M,diseases_of_the_circulatory,Broj,9060
2012,M,diseases_of_the_respiratory,Broj,754
2012,M,diseases_of_the_digestive,Broj,588
2012,M,diseases_of_the_skin,Broj,6
2012,M,diseases_of_the_musculoskeletal,Broj,15
2012,M,diseases_of_the_genitourinary,Broj,303
2012,M,certain_conditions_originating,Broj,67
2012,M,congenital_malformations_deformations,Broj,26
2012,M,symptoms_signs_and_abnormal,Broj,609
2012,M,injuries_poisoning_and_consequences,Broj,830
2012,M,unknown,Broj,409
2012,M,Ukupno,Broj,18436
2012,Ž,infectious_and_parasitic,Broj,159
2012,Ž,neoplasms,Broj,3140
2012,Ž,diseases_of_the_blood,Broj,22
2012,Ž,endocrine_metabolic_and_nutritional,Broj,1141
2012,Ž,mental_and_behavioural_disorders,Broj,51
2012,Ž,diseases_of_the_nervous,Broj,202
2012,Ž,diseases_of_the_eye,Broj,1
2012,Ž,diseases_of_the_circulatory,Broj,10192
2012,Ž,diseases_of_the_respiratory,Broj,512
2012,Ž,diseases_of_the_digestive,Broj,390
2012,Ž,diseases_of_the_skin,Broj,7
2012,Ž,diseases_of_the_musculoskeletal,Broj,39
2012,Ž,diseases_of_the_genitourinary,Broj,298
2012,Ž,pregnancy_childbirth_and_the,Broj,3
2012,Ž,certain_conditions_originating,Broj,44
2012,Ž,congenital_malformations_deformations,Broj,14
2012,Ž,symptoms_signs_and_abnormal,Broj,598
2012,Ž,injuries_poisoning_and_consequences,Broj,237
2012,Ž,unknown,Broj,331
2012,Ž,Ukupno,Broj,17381
2013,Oba spola,infectious_and_parasitic,Broj,268
2013,Oba spola,neoplasms,Broj,7506
2013,Oba spola,diseases_of_the_blood,Broj,50
2013,Oba spola,endocrine_metabolic_and_nutritional,Broj,1970
2013,Oba spola,mental_and_behavioural_disorders,Broj,192
2013,Oba spola,diseases_of_the_nervous,Broj,382
2013,Oba spola,diseases_of_the_circulatory,Broj,18186
2013,Oba spola,diseases_of_the_respiratory,Broj,1428
2013,Oba spola,diseases_of_the_digestive,Broj,955
2013,Oba spola,diseases_of_the_skin,Broj,31
2013,Oba spola,diseases_of_the_musculoskeletal,Broj,57
2013,Oba spola,diseases_of_the_genitourinary,Broj,581
2013,Oba spola,certain_conditions_originating,Broj,101
2013,Oba spola,congenital_malformations_deformations,Broj,38
2013,Oba spola,symptoms_signs_and_abnormal,Broj,2107
2013,Oba spola,injuries_poisoning_and_consequences,Broj,1024
2013,Oba spola,external_causes_of_mortality,Broj,4
2013,Oba spola,unknown,Broj,782
2013,Oba spola,Ukupno,Broj,35662
2013,M,infectious_and_parasitic,Broj,165
2013,M,neoplasms,Broj,4384
2013,M,diseases_of_the_blood,Broj,20
2013,M,endocrine_metabolic_and_nutritional,Broj,820
2013,M,mental_and_behavioural_disorders,Broj,101
2013,M,diseases_of_the_nervous,Broj,198
2013,M,diseases_of_the_circulatory,Broj,8458
2013,M,diseases_of_the_respiratory,Broj,827
2013,M,diseases_of_the_digestive,Broj,526
2013,M,diseases_of_the_skin,Broj,12
2013,M,diseases_of_the_musculoskeletal,Broj,18
2013,M,diseases_of_the_genitourinary,Broj,304
2013,M,certain_conditions_originating,Broj,62
2013,M,congenital_malformations_deformations,Broj,19
2013,M,symptoms_signs_and_abnormal,Broj,1112
2013,M,injuries_poisoning_and_consequences,Broj,794
2013,M,external_causes_of_mortality,Broj,4
2013,M,unknown,Broj,393
2013,M,Ukupno,Broj,18217
2013,Ž,infectious_and_parasitic,Broj,103
2013,Ž,neoplasms,Broj,3122
2013,Ž,diseases_of_the_blood,Broj,30
2013,Ž,endocrine_metabolic_and_nutritional,Broj,1150
2013,Ž,mental_and_behavioural_disorders,Broj,91
2013,Ž,diseases_of_the_nervous,Broj,184
2013,Ž,diseases_of_the_circulatory,Broj,9728
2013,Ž,diseases_of_the_respiratory,Broj,601
2013,Ž,diseases_of_the_digestive,Broj,429
2013,Ž,diseases_of_the_skin,Broj,19
2013,Ž,diseases_of_the_musculoskeletal,Broj,39
2013,Ž,diseases_of_the_genitourinary,Broj,277
2013,Ž,certain_conditions_originating,Broj,39
2013,Ž,congenital_malformations_deformations,Broj,19
2013,Ž,symptoms_signs_and_abnormal,Broj,995
2013,Ž,injuries_poisoning_and_consequences,Broj,230
2013,Ž,unknown,Broj,389
2013,Ž,Ukupno,Broj,17445
2014,Oba spola,infectious_and_parasitic,Broj,291
2014,Oba spola,neoplasms,Broj,7821
2014,Oba spola,diseases_of_the_blood,Broj,42
2014,Oba spola,endocrine_metabolic_and_nutritional,Broj,2267
2014,Oba spola,mental_and_behavioural_disorders,Broj,225
2014,Oba spola,diseases_of_the_nervous,Broj,396
2014,Oba spola,diseases_of_the_eye,Broj,6
2014,Oba spola,diseases_of_the_circulatory,Broj,17930
2014,Oba spola,diseases_of_the_respiratory,Broj,1409
2014,Oba spola,diseases_of_the_digestive,Broj,949
2014,Oba spola,diseases_of_the_skin,Broj,32
2014,Oba spola,diseases_of_the_musculoskeletal,Broj,61
2014,Oba spola,diseases_of_the_genitourinary,Broj,536
2014,Oba spola,certain_conditions_originating,Broj,85
2014,Oba spola,congenital_malformations_deformations,Broj,49
2014,Oba spola,symptoms_signs_and_abnormal,Broj,2241
2014,Oba spola,injuries_poisoning_and_consequences,Broj,1032
2014,Oba spola,external_causes_of_mortality,Broj,17
2014,Oba spola,factors_influencing_health_status,Broj,1
2014,Oba spola,unknown,Broj,590
2014,Oba spola,Ukupno,Broj,35980
2014,M,infectious_and_parasitic,Broj,164
2014,M,neoplasms,Broj,4569
2014,M,diseases_of_the_blood,Broj,14
2014,M,endocrine_metabolic_and_nutritional,Broj,925
2014,M,mental_and_behavioural_disorders,Broj,142
2014,M,diseases_of_the_nervous,Broj,207
2014,M,diseases_of_the_circulatory,Broj,8336
2014,M,diseases_of_the_respiratory,Broj,840
2014,M,diseases_of_the_digestive,Broj,545
2014,M,diseases_of_the_skin,Broj,16
2014,M,diseases_of_the_musculoskeletal,Broj,16
2014,M,diseases_of_the_genitourinary,Broj,260
2014,M,certain_conditions_originating,Broj,42
2014,M,congenital_malformations_deformations,Broj,20
2014,M,symptoms_signs_and_abnormal,Broj,1132
2014,M,injuries_poisoning_and_consequences,Broj,795
2014,M,external_causes_of_mortality,Broj,10
2014,M,unknown,Broj,327
2014,M,Ukupno,Broj,18360
2014,Ž,infectious_and_parasitic,Broj,127
2014,Ž,neoplasms,Broj,3252
2014,Ž,diseases_of_the_blood,Broj,28
2014,Ž,endocrine_metabolic_and_nutritional,Broj,1342
2014,Ž,mental_and_behavioural_disorders,Broj,83
2014,Ž,diseases_of_the_nervous,Broj,189
2014,Ž,diseases_of_the_eye,Broj,6
2014,Ž,diseases_of_the_circulatory,Broj,9594
2014,Ž,diseases_of_the_respiratory,Broj,569
2014,Ž,diseases_of_the_digestive,Broj,404
2014,Ž,diseases_of_the_skin,Broj,16
2014,Ž,diseases_of_the_musculoskeletal,Broj,45
2014,Ž,diseases_of_the_genitourinary,Broj,276
2014,Ž,certain_conditions_originating,Broj,43
2014,Ž,congenital_malformations_deformations,Broj,29
2014,Ž,symptoms_signs_and_abnormal,Broj,1109
2014,Ž,injuries_poisoning_and_consequences,Broj,237
2014,Ž,external_causes_of_mortality,Broj,7
2014,Ž,factors_influencing_health_status,Broj,1
2014,Ž,unknown,Broj,263
2014,Ž,Ukupno,Broj,17620
2015,Oba spola,infectious_and_parasitic,Broj,370
2015,Oba spola,neoplasms,Broj,7956
2015,Oba spola,diseases_of_the_blood,Broj,55
2015,Oba spola,endocrine_metabolic_and_nutritional,Broj,2025
2015,Oba spola,mental_and_behavioural_disorders,Broj,188
2015,Oba spola,diseases_of_the_nervous,Broj,447
2015,Oba spola,diseases_of_the_eye,Broj,1
2015,Oba spola,diseases_of_the_circulatory,Broj,19713
2015,Oba spola,diseases_of_the_respiratory,Broj,1718
2015,Oba spola,diseases_of_the_digestive,Broj,988
2015,Oba spola,diseases_of_the_skin,Broj,42
2015,Oba spola,diseases_of_the_musculoskeletal,Broj,55
2015,Oba spola,diseases_of_the_genitourinary,Broj,684
2015,Oba spola,pregnancy_childbirth_and_the,Broj,1
2015,Oba spola,certain_conditions_originating,Broj,126
2015,Oba spola,congenital_malformations_deformations,Broj,31
2015,Oba spola,symptoms_signs_and_abnormal,Broj,2098
2015,Oba spola,injuries_poisoning_and_consequences,Broj,1103
2015,Oba spola,external_causes_of_mortality,Broj,8
2015,Oba spola,unknown,Broj,541
2015,Oba spola,Ukupno,Broj,38150
2015,M,infectious_and_parasitic,Broj,207
2015,M,neoplasms,Broj,4525
2015,M,diseases_of_the_blood,Broj,19
2015,M,endocrine_metabolic_and_nutritional,Broj,856
2015,M,mental_and_behavioural_disorders,Broj,102
2015,M,diseases_of_the_nervous,Broj,241
2015,M,diseases_of_the_circulatory,Broj,9012
2015,M,diseases_of_the_respiratory,Broj,972
2015,M,diseases_of_the_digestive,Broj,571
2015,M,diseases_of_the_skin,Broj,16
2015,M,diseases_of_the_musculoskeletal,Broj,21
2015,M,diseases_of_the_genitourinary,Broj,331
2015,M,certain_conditions_originating,Broj,67
2015,M,congenital_malformations_deformations,Broj,15
2015,M,symptoms_signs_and_abnormal,Broj,1102
2015,M,injuries_poisoning_and_consequences,Broj,840
2015,M,external_causes_of_mortality,Broj,5
2015,M,unknown,Broj,317
2015,M,Ukupno,Broj,19219
2015,Ž,infectious_and_parasitic,Broj,163
2015,Ž,neoplasms,Broj,3431
2015,Ž,diseases_of_the_blood,Broj,36
2015,Ž,endocrine_metabolic_and_nutritional,Broj,1169
2015,Ž,mental_and_behavioural_disorders,Broj,86
2015,Ž,diseases_of_the_nervous,Broj,206
2015,Ž,diseases_of_the_eye,Broj,1
2015,Ž,diseases_of_the_circulatory,Broj,10701
2015,Ž,diseases_of_the_respiratory,Broj,746
2015,Ž,diseases_of_the_digestive,Broj,417
2015,Ž,diseases_of_the_skin,Broj,26
2015,Ž,diseases_of_the_musculoskeletal,Broj,34
2015,Ž,diseases_of_the_genitourinary,Broj,353
2015,Ž,pregnancy_childbirth_and_the,Broj,1
2015,Ž,certain_conditions_originating,Broj,59
2015,Ž,congenital_malformations_deformations,Broj,16
2015,Ž,symptoms_signs_and_abnormal,Broj,996
2015,Ž,injuries_poisoning_and_consequences,Broj,263
2015,Ž,external_causes_of_mortality,Broj,3
2015,Ž,unknown,Broj,224
2015,Ž,Ukupno,Broj,18931
2016,Oba spola,infectious_and_parasitic,Broj,412
2016,Oba spola,neoplasms,Broj,7761
2016,Oba spola,diseases_of_the_blood,Broj,54
2016,Oba spola,endocrine_metabolic_and_nutritional,Broj,1961
2016,Oba spola,mental_and_behavioural_disorders,Broj,226
2016,Oba spola,diseases_of_the_nervous,Broj,386
2016,Oba spola,diseases_of_the_eye,Broj,8
2016,Oba spola,diseases_of_the_circulatory,Broj,18959
2016,Oba spola,diseases_of_the_respiratory,Broj,1487
2016,Oba spola,diseases_of_the_digestive,Broj,1077
2016,Oba spola,diseases_of_the_skin,Broj,35
2016,Oba spola,diseases_of_the_musculoskeletal,Broj,46
2016,Oba spola,diseases_of_the_genitourinary,Broj,696
2016,Oba spola,pregnancy_childbirth_and_the,Broj,1
2016,Oba spola,certain_conditions_originating,Broj,117
2016,Oba spola,congenital_malformations_deformations,Broj,16
2016,Oba spola,symptoms_signs_and_abnormal,Broj,1730
2016,Oba spola,injuries_poisoning_and_consequences,Broj,1040
2016,Oba spola,external_causes_of_mortality,Broj,14
2016,Oba spola,unknown,Broj,545
2016,Oba spola,Ukupno,Broj,36571
2016,M,infectious_and_parasitic,Broj,214
2016,M,neoplasms,Broj,4464
2016,M,diseases_of_the_blood,Broj,22
2016,M,endocrine_metabolic_and_nutritional,Broj,789
2016,M,mental_and_behavioural_disorders,Broj,141
2016,M,diseases_of_the_nervous,Broj,213
2016,M,diseases_of_the_eye,Broj,6
2016,M,diseases_of_the_circulatory,Broj,8780
2016,M,diseases_of_the_respiratory,Broj,879
2016,M,diseases_of_the_digestive,Broj,619
2016,M,diseases_of_the_skin,Broj,16
2016,M,diseases_of_the_musculoskeletal,Broj,9
2016,M,diseases_of_the_genitourinary,Broj,345
2016,M,certain_conditions_originating,Broj,74
2016,M,congenital_malformations_deformations,Broj,9
2016,M,symptoms_signs_and_abnormal,Broj,872
2016,M,injuries_poisoning_and_consequences,Broj,783
2016,M,external_causes_of_mortality,Broj,11
2016,M,unknown,Broj,296
2016,M,Ukupno,Broj,18542
2016,Ž,infectious_and_parasitic,Broj,198
2016,Ž,neoplasms,Broj,3297
2016,Ž,diseases_of_the_blood,Broj,32
2016,Ž,endocrine_metabolic_and_nutritional,Broj,1172
2016,Ž,mental_and_behavioural_disorders,Broj,85
2016,Ž,diseases_of_the_nervous,Broj,173
2016,Ž,diseases_of_the_eye,Broj,2
2016,Ž,diseases_of_the_circulatory,Broj,10179
2016,Ž,diseases_of_the_respiratory,Broj,608
2016,Ž,diseases_of_the_digestive,Broj,458
2016,Ž,diseases_of_the_skin,Broj,19
2016,Ž,diseases_of_the_musculoskeletal,Broj,37
2016,Ž,diseases_of_the_genitourinary,Broj,351
2016,Ž,pregnancy_childbirth_and_the,Broj,1
2016,Ž,certain_conditions_originating,Broj,43
2016,Ž,congenital_malformations_deformations,Broj,7
2016,Ž,symptoms_signs_and_abnormal,Broj,858
2016,Ž,injuries_poisoning_and_consequences,Broj,257
2016,Ž,external_causes_of_mortality,Broj,3
2016,Ž,unknown,Broj,249
2016,Ž,Ukupno,Broj,18029
2017,Oba spola,infectious_and_parasitic,Broj,395
2017,Oba spola,neoplasms,Broj,8136
2017,Oba spola,diseases_of_the_blood,Broj,69
2017,Oba spola,endocrine_metabolic_and_nutritional,Broj,2170
2017,Oba spola,mental_and_behavioural_disorders,Broj,265
2017,Oba spola,diseases_of_the_nervous,Broj,382
2017,Oba spola,diseases_of_the_eye,Broj,5
2017,Oba spola,diseases_of_the_circulatory,Broj,19207
2017,Oba spola,diseases_of_the_respiratory,Broj,1579
2017,Oba spola,diseases_of_the_digestive,Broj,1007
2017,Oba spola,diseases_of_the_skin,Broj,44
2017,Oba spola,diseases_of_the_musculoskeletal,Broj,44
2017,Oba spola,diseases_of_the_genitourinary,Broj,587
2017,Oba spola,certain_conditions_originating,Broj,136
2017,Oba spola,congenital_malformations_deformations,Broj,27
2017,Oba spola,symptoms_signs_and_abnormal,Broj,2294
2017,Oba spola,injuries_poisoning_and_consequences,Broj,1067
2017,Oba spola,external_causes_of_mortality,Broj,15
2017,Oba spola,unknown,Broj,550
2017,Oba spola,Ukupno,Broj,37979
2017,M,infectious_and_parasitic,Broj,209
2017,M,neoplasms,Broj,4632
2017,M,diseases_of_the_blood,Broj,25
2017,M,endocrine_metabolic_and_nutritional,Broj,885
2017,M,mental_and_behavioural_disorders,Broj,147
2017,M,diseases_of_the_nervous,Broj,193
2017,M,diseases_of_the_eye,Broj,2
2017,M,diseases_of_the_circulatory,Broj,8880
2017,M,diseases_of_the_respiratory,Broj,936
2017,M,diseases_of_the_digestive,Broj,570
2017,M,diseases_of_the_skin,Broj,12
2017,M,diseases_of_the_musculoskeletal,Broj,17
2017,M,diseases_of_the_genitourinary,Broj,299
2017,M,certain_conditions_originating,Broj,75
2017,M,congenital_malformations_deformations,Broj,16
2017,M,symptoms_signs_and_abnormal,Broj,1168
2017,M,injuries_poisoning_and_consequences,Broj,780
2017,M,external_causes_of_mortality,Broj,9
2017,M,unknown,Broj,331
2017,M,Ukupno,Broj,19186
2017,Ž,infectious_and_parasitic,Broj,186
2017,Ž,neoplasms,Broj,3504
2017,Ž,diseases_of_the_blood,Broj,44
2017,Ž,endocrine_metabolic_and_nutritional,Broj,1285
2017,Ž,mental_and_behavioural_disorders,Broj,118
2017,Ž,diseases_of_the_nervous,Broj,189
2017,Ž,diseases_of_the_eye,Broj,3
2017,Ž,diseases_of_the_circulatory,Broj,10327
2017,Ž,diseases_of_the_respiratory,Broj,643
2017,Ž,diseases_of_the_digestive,Broj,437
2017,Ž,diseases_of_the_skin,Broj,32
2017,Ž,diseases_of_the_musculoskeletal,Broj,27
2017,Ž,diseases_of_the_genitourinary,Broj,288
2017,Ž,certain_conditions_originating,Broj,61
2017,Ž,congenital_malformations_deformations,Broj,11
2017,Ž,symptoms_signs_and_abnormal,Broj,1126
2017,Ž,injuries_poisoning_and_consequences,Broj,287
2017,Ž,external_causes_of_mortality,Broj,6
2017,Ž,unknown,Broj,219
2017,Ž,Ukupno,Broj,18793
2018,Oba spola,infectious_and_parasitic,Broj,443
2018,Oba spola,neoplasms,Broj,7881
2018,Oba spola,diseases_of_the_blood,Broj,72
2018,Oba spola,endocrine_metabolic_and_nutritional,Broj,2086
2018,Oba spola,mental_and_behavioural_disorders,Broj,236
2018,Oba spola,diseases_of_the_nervous,Broj,337
2018,Oba spola,diseases_of_the_circulatory,Broj,18818
2018,Oba spola,diseases_of_the_respiratory,Broj,1856
2018,Oba spola,diseases_of_the_digestive,Broj,1052
2018,Oba spola,diseases_of_the_skin,Broj,40
2018,Oba spola,diseases_of_the_musculoskeletal,Broj,53
2018,Oba spola,diseases_of_the_genitourinary,Broj,631
2018,Oba spola,pregnancy_childbirth_and_the,Broj,1
2018,Oba spola,certain_conditions_originating,Broj,134
2018,Oba spola,congenital_malformations_deformations,Broj,26
2018,Oba spola,symptoms_signs_and_abnormal,Broj,2581
2018,Oba spola,injuries_poisoning_and_consequences,Broj,1015
2018,Oba spola,external_causes_of_mortality,Broj,11
2018,Oba spola,factors_influencing_health_status,Broj,1
2018,Oba spola,unknown,Broj,470
2018,Oba spola,Ukupno,Broj,37744
2018,M,infectious_and_parasitic,Broj,243
2018,M,neoplasms,Broj,4606
2018,M,diseases_of_the_blood,Broj,27
2018,M,endocrine_metabolic_and_nutritional,Broj,881
2018,M,mental_and_behavioural_disorders,Broj,121
2018,M,diseases_of_the_nervous,Broj,171
2018,M,diseases_of_the_circulatory,Broj,8577
2018,M,diseases_of_the_respiratory,Broj,990
2018,M,diseases_of_the_digestive,Broj,610
2018,M,diseases_of_the_skin,Broj,21
2018,M,diseases_of_the_musculoskeletal,Broj,13
2018,M,diseases_of_the_genitourinary,Broj,337
2018,M,certain_conditions_originating,Broj,67
2018,M,congenital_malformations_deformations,Broj,12
2018,M,symptoms_signs_and_abnormal,Broj,1301
2018,M,injuries_poisoning_and_consequences,Broj,773
2018,M,external_causes_of_mortality,Broj,9
2018,M,factors_influencing_health_status,Broj,1
2018,M,unknown,Broj,247
2018,M,Ukupno,Broj,19007
2018,Ž,infectious_and_parasitic,Broj,200
2018,Ž,neoplasms,Broj,3275
2018,Ž,diseases_of_the_blood,Broj,45
2018,Ž,endocrine_metabolic_and_nutritional,Broj,1205
2018,Ž,mental_and_behavioural_disorders,Broj,115
2018,Ž,diseases_of_the_nervous,Broj,166
2018,Ž,diseases_of_the_circulatory,Broj,10241
2018,Ž,diseases_of_the_respiratory,Broj,866
2018,Ž,diseases_of_the_digestive,Broj,442
2018,Ž,diseases_of_the_skin,Broj,19
2018,Ž,diseases_of_the_musculoskeletal,Broj,40
2018,Ž,diseases_of_the_genitourinary,Broj,294
2018,Ž,pregnancy_childbirth_and_the,Broj,1
2018,Ž,certain_conditions_originating,Broj,67
2018,Ž,congenital_malformations_deformations,Broj,14
2018,Ž,symptoms_signs_and_abnormal,Broj,1280
2018,Ž,injuries_poisoning_and_consequences,Broj,242
2018,Ž,external_causes_of_mortality,Broj,2
2018,Ž,unknown,Broj,223
2018,Ž,Ukupno,Broj,18737
2019,Oba spola,infectious_and_parasitic,Broj,451
2019,Oba spola,neoplasms,Broj,8053
2019,Oba spola,diseases_of_the_blood,Broj,90
2019,Oba spola,endocrine_metabolic_and_nutritional,Broj,1925
2019,Oba spola,mental_and_behavioural_disorders,Broj,290
2019,Oba spola,diseases_of_the_nervous,Broj,388
2019,Oba spola,diseases_of_the_eye,Broj,9
2019,Oba spola,diseases_of_the_circulatory,Broj,18939
2019,Oba spola,diseases_of_the_respiratory,Broj,1946
2019,Oba spola,diseases_of_the_digestive,Broj,1043
2019,Oba spola,diseases_of_the_skin,Broj,43
2019,Oba spola,diseases_of_the_musculoskeletal,Broj,57
2019,Oba spola,diseases_of_the_genitourinary,Broj,600
2019,Oba spola,pregnancy_childbirth_and_the,Broj,3
2019,Oba spola,certain_conditions_originating,Broj,130
2019,Oba spola,congenital_malformations_deformations,Broj,30
2019,Oba spola,symptoms_signs_and_abnormal,Broj,3312
2019,Oba spola,injuries_poisoning_and_consequences,Broj,918
2019,Oba spola,external_causes_of_mortality,Broj,9
2019,Oba spola,factors_influencing_health_status,Broj,10
2019,Oba spola,unknown,Broj,583
2019,Oba spola,Ukupno,Broj,38829
2019,M,infectious_and_parasitic,Broj,241
2019,M,neoplasms,Broj,4606
2019,M,diseases_of_the_blood,Broj,30
2019,M,endocrine_metabolic_and_nutritional,Broj,806
2019,M,mental_and_behavioural_disorders,Broj,153
2019,M,diseases_of_the_nervous,Broj,202
2019,M,diseases_of_the_eye,Broj,3
2019,M,diseases_of_the_circulatory,Broj,8848
2019,M,diseases_of_the_respiratory,Broj,1076
2019,M,diseases_of_the_digestive,Broj,603
2019,M,diseases_of_the_skin,Broj,17
2019,M,diseases_of_the_musculoskeletal,Broj,15
2019,M,diseases_of_the_genitourinary,Broj,314
2019,M,certain_conditions_originating,Broj,70
2019,M,congenital_malformations_deformations,Broj,11
2019,M,symptoms_signs_and_abnormal,Broj,1727
2019,M,injuries_poisoning_and_consequences,Broj,701
2019,M,external_causes_of_mortality,Broj,8
2019,M,factors_influencing_health_status,Broj,7
2019,M,unknown,Broj,349
2019,M,Ukupno,Broj,19787
2019,Ž,infectious_and_parasitic,Broj,210
2019,Ž,neoplasms,Broj,3447
2019,Ž,diseases_of_the_blood,Broj,60
2019,Ž,endocrine_metabolic_and_nutritional,Broj,1119
2019,Ž,mental_and_behavioural_disorders,Broj,137
2019,Ž,diseases_of_the_nervous,Broj,186
2019,Ž,diseases_of_the_eye,Broj,6
2019,Ž,diseases_of_the_circulatory,Broj,10091
